file,frame_index,expected_count,camera_counts,fused_count,count_match,cluster_id,evidence_count,mean_x,mean_y,mean_radius,members
100cm_1灯.csv,226,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,227,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,228,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,229,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,230,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,231,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,232,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,233,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,234,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,235,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,236,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,237,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,238,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,239,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,240,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,241,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,242,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,243,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,244,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,245,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,246,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,247,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,248,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,249,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,250,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,251,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,252,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,253,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,254,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,255,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,256,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,257,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,258,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,259,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,260,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,261,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,262,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,263,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,264,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,265,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,266,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,267,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,268,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,269,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,270,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,271,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,272,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,273,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,274,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,275,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,276,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,277,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,278,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,279,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,280,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,281,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,282,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,283,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,284,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,285,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,286,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,287,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,288,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
100cm_1灯.csv,289,1,0/0/0,1,1,0,0,0.000000,0.000000,0.000000,missing
